"식품인증업소 관리 일련번호","업소번호","업소 명","자치구 코드","자치구 명","업종 코드","업종 명","업태 코드","업태 명","업주 명","식품인증구분","식품인증 구분명","인증일자","사용여부","지도표시여부","식품인증업소 등급","지도 Y좌표","지도 X좌표","전화번호","도로명상세주소","도로명주소코드","도로명주소","허가번호","최초작성일자","최종수정일자","업소인증메뉴","교부번호","인증여부"
"10645","","메종드비건","3130000","마포구","101","일반음식점","10117","까페","","14","채식음식점","2020-12-11","Y","Y","","37.548575","126.922277","","","","서울 마포구 와우산로11길 9-8","","","","브라우니(비건) 마들렌(비건) 큐브(비건) 파운드(비건) 쿠키(비건) 스콘(비건) 메종 드 라떼(비건) 아포카토 브라우니(비건) 메종드 비건 무스(비건)","",""
"10646","","멜라","3130000","마포구","101","일반음식점","10199","기타(일반음식점)","","14","채식음식점","2020-12-11","Y","Y","","37.5773181","126.8932392","0507-1338-6222","","","서울 마포구 월드컵북로 352-10","","","","베지터블 마살라커리(비건)","",""
"10655","","몽타이","3130000","마포구","101","일반음식점","10199","기타(일반음식점)","","14","채식음식점","2020-12-11","Y","Y","","37.554996","126.902386","02-6339-0802","","","서울 마포구 포은로5길 47","","","","버섯튀김(일반식비건가능) 야채튀김+샐러드(비건) 해산물 쌀국수(페스코비건가능) 팟타이(일반식비건가능) 버섯볶음밥(일반식비건가능) 얌운센(일반식비건가능) 에그누들 볶음국수(페스코비건가능) 톰얌꿍(일반식비건가능) 톰얌팍(일반식비건가능) 톰얌 파스타(락토비건가능)","",""
"10656","","무대륙","3130000","마포구","101","일반음식점","10117","까페","","14","채식음식점","2020-12-11","Y","Y","","37.546048","126.918365","02-332-8333","","","서울 마포구 토정로5길 12","","","","카페라떼(락토비건가능) 버섯 할라피뇨 오일 파스타(비건) 채식 김치볶음밥(비건) 구운가지 베이글 샌드위치(락토비건가능) 토마토 아보카도 베이글 샌드위치(비건) 과카몰리딥 베지나쵸(비건) 허머스딥 베지보드(비건) 케일사과 샐러드(비건) 허브 마리네이드 올리브절임(비건) 새송이튀김(비건) 어니언링(비건) 감자튀김(비건)","",""
"10662","","밀토니아","3130000","마포구","101","일반음식점","10117","까페","","14","채식음식점","2020-12-11","Y","Y","","37.5524515","126.908237","","","","서울 마포구 월드컵로7길 73","","","","마롱세이글(비건)","",""
"10428","","들풀 (서교동)","3130000","마포구","101","일반음식점","10101","한식","","14","채식음식점","2020-12-11","Y","Y","","37.5555082","126.9198291","02-325-7224","","","서울 마포구 동교로 156-5","","","","정선 곤드레 돌솥 정식 (페스코비건가능) 더덕 정식 (페스코비건가능) 양구 시래기밥 정식 (페스코비건가능)","",""
"10438","","라뽀즈","3130000","마포구","101","일반음식점","10117","까페","","14","채식음식점","2020-12-11","Y","Y","","37.548554","126.917395","02-6080-0027","","","서울 마포구 양화로6길 60","","","","애플진저 케이크(비건) 통밀 딸기 케이크(비건) 통밀 코코넛 레몬케이크(비건) 말차인절미with콩고물(비건) 쌀 밀크티스콘(비건) 쌀 초코 스콘(비건) 초코케이크with코코넛크림(비건) 통밀 두부브라우니(비건) 통밀 얼그레이 케이크(비건)","",""
"10670","","발리인망원","3130000","마포구","101","일반음식점","10199","기타(일반음식점)","","14","채식음식점","2020-12-11","Y","Y","","37.553283","126.906026","02-336-0527","","","서울 마포구 포은로 67","","","","미고랭(일반식비건가능) 그린커리(일반식비건가능) 가지튀김(일반식비건가능)","",""
"10677","","별자리마라탕&훠궈","3130000","마포구","101","일반음식점","10102","중국식","","14","채식음식점","2020-12-11","Y","Y","","37.555029","126.923709","02-322-0589","지하1층","","서울 마포구 와우산로23길 50","","","","마라탕(일반식락토가능) 마라반(일반식비건가능) 마라샹궈(일반식비건가능) 지삼선(일반식비건가능)","",""
"10681","","복춘정","3130000","마포구","101","일반음식점","10101","한식","","14","채식음식점","2020-12-11","Y","Y","","37.556837","126.908034","02-323-4545","","","서울 마포구 월드컵로21길 18","","","","매일 바뀌는 오늘의 정식(일반식비건가능) 제철맞이 보양 영밥 정식(일반식비건가능) 오늘의 샐러드(일반식비건가능) 오늘의 파스타(일반식비건가능)","",""
"10384","","다이너재키","3130000","마포구","101","일반음식점","10103","경양식","","14","채식음식점","2020-12-11","Y","Y","","37.554373","126.905565","02-6953-5055","","","서울 마포구 포은로 82","","","","구운 연어 아스파라거스(페스코) 구운 연어 아보카도(페스코) 채식 한그릇(비건) 생연어 샐러드(페스코) 스파이시 그릴새우 샐러드(페스코) 썸머블라스트 샐러드(비건) 두부 리코타와 따뜻한 야채 샐러드(비건) 생연어 아보카도롤(페스코) 아스카도롤(비건) 새우튀김롤(페스코) 할로피뇨 크림롤(페스코) 가지가지롤(비건) 오븐 연어롤(페스코) 홍합 구이(페스코) 브리치즈 튀김(락토) 까망베르 치즈구이(락토) 왕새우 튀김(페스코) 허니갈릭 연어철판구이(페스코) 스파이시 그릴 올리브 새우(페스코) 데리야끼 튀김두부볶음(비건) 두부범벅롤(비건) 튀긴 두부 샐러드 볼(비건) 다양한 스무디/디톡스주스(비건)","",""
"10398","","더 로 바이 트윈스","3130000","마포구","101","일반음식점","10117","까페","","14","채식음식점","2020-12-11","Y","Y","","37.551382","126.907767","070-8866-0986","","","서울 마포구 포은로2가길 6","","","","PBJ (비건) MUSHROOM MEDLEY (비건) SMASHED AVO (비건) TOFU VEGE BENY (비건) BANOFFEE TART (비건) TIRAMISU (비건) RASPBERRY PISTACHIO CAKE (비건) CHOCOLATE HAZELNUT CARAMEL CAKE (비건) RAW DONUT (비건) GREENTEA & STRAWBERRY JAM RAW DONUT (비건) BLACK SESAME & CHERRY JAM RAW DONUT (비건)","",""
"10633","","마이클식당","3130000","마포구","101","일반음식점","10101","한식","","14","채식음식점","2020-12-11","Y","Y","","37.55615","126.907204","","","","서울 마포구 포은로6길 39","","","","토마토카레(비건) 채식 메뉴 (비건)","",""
"10635","","마치래빗 (상암)","3130000","마포구","101","일반음식점","10103","경양식","","14","채식음식점","2020-12-11","Y","Y","","37.5802065","126.8890428","02-6393-5205","","","서울 마포구 월드컵북로 402","","","","해피 비건 - 두부 스테이크(비건) 슬림 - 새우(페스코) 스키니 - 연어(페스코) 두도 - 두부 양송이 도시락(비건)","",""
"10312","","가원","3130000","마포구","101","일반음식점","10102","중국식","","14","채식음식점","2020-12-11","Y","Y","","37.5548635","126.9108647","02-325-1580","","","서울 마포구 월드컵로 65","","","","간짜장(비건) 짬뽕(비건) 송이덮밥(비건) 마파두부밥(비건) 잡채밥(비건) 버섯탕수(비건) 가지칠리(비건)","",""
"10333","","구내식당","3130000","마포구","101","일반음식점","10101","한식","","14","채식음식점","2020-12-11","Y","Y","","37.554355","126.9069268","070-5121-2710","어쩌다가게 101호","","서울 마포구 월드컵로19길 74","","","","비빔밥(일반식비건가능)야채전(비건)삼색묵무침(비건) ","",""
"10338","","권가김밥","3130000","마포구","101","일반음식점","10105","분식","","14","채식음식점","2020-12-11","Y","Y","","37.549288","126.945603","02-701-0117","","","서울 마포구 숭문길 63","","","","유부김밥(페스코비건가능) 멸치김밥(페스코비건가능)","",""
"10342","","그러팡야","3130000","마포구","101","일반음식점","10117","까페","","14","채식음식점","2020-12-11","Y","Y","","37.553631","126.903768","","","","서울특별시 마포구 포은로 48","","","","비건 베이커리(비건)","",""
"10344","","그리너 샐러드","3130000","마포구","101","일반음식점","10103","경양식","","14","채식음식점","2020-12-11","Y","Y","","37.5594969","126.9253709","070-7799-3430","","","서울 마포구 양화로23길 22-6","","","","그릴드 머쉬샐러드(비건) 스윗단호박 두부 샐러드(비건)","",""
"10351","","그린바이브","3130000","마포구","101","일반음식점","10103","경양식","","14","채식음식점","2020-12-11","Y","Y","","37.565031","126.903707","02-3152-0629","벽산상암스마트큐브 1층","","서울 마포구 월드컵로34길 14","","","","그린샐러드(오보비건가능) 연두부샐러드(오보비건가능) 버섯샐러드(오보비건가능) 클렌즈주스(비건)","",""
"10407","","더브레드블루 (신촌)","3130000","마포구","101","일반음식점","10117","까페","","14","채식음식점","2020-12-11","Y","Y","","37.555153","126.932836","070-4405-0723","","","서울 마포구 신촌로12다길 3","","","","TBB 비건미트 피자(비건) 레몬 스콘(비건) 맘모스빵(비건) 녹차머핀(비건) 블루베리머핀(비건) 초코머핀(비건) 통밀천연발효종(비건) 소보루팥팥(비건) 통밀 바게트(비건) 감자 포카치아(비건) 홀 케이크(비건) 쌀낭시에(비건) 치아바타(비건) 렛츠귀리(비건) 올리브 쌀빵(비건) 동호가만든현미빵(비건) 100%통밀/호밀(비건) 통밀단팥빵(비건) 식빵(비건) 갈릭바게트(비건) 고구마바게트(비건) 플레인/딸기/초코 도지마(비건) 두부라우니(비건) 흑미 초코쿠키(비건) 비건버거(비건) 모닝빵(비건) 조각케이크(비건) 통밀사과빵(비건) 말차 스콘(비건) 초코 스콘(비건) 마카롱(비건) 렛츠 귀리(비건) 비건 버거(비건) 달달호구마 타르트(비건) 유자가생강나 타르트(비건) 바나나촉촉타르트(비건) 롤케이크(비건) 상큼한 4녀석들(비건) 치아바타(비건) 비건 번(비건) 스노우볼 쿠키(비건) 비건버터쿠키(비건) 초코칩쿠키(비건)","",""
"10408","","델리인디아","3130000","마포구","101","일반음식점","10199","기타(일반음식점)","","14","채식음식점","2020-12-11","Y","Y","","37.548684","126.919746","02-2631-2109","2층","","서울 마포구 독막로9길 8","","","","빠니르 마카니(비건) 빨락 빠니르(비건) 차나 마살라(비건) 알루 고비(비건) 빨락 알루(비건) 알루 머터(비건) 달 마카니(비건)","",""
"11149","","쿡앤북","3130000","마포구","101","일반음식점","10103","경양식","","14","채식음식점","2020-12-11","Y","Y","","37.5462608","126.9163358","02-325-1028","","","서울 마포구 성지3길 61","","","","베지버거와 현미밥 비건데미글라즈소스와 야채(비건) 비건 머핀(비건) 비건 케이크(비건) 비건 스콘(비건) 비건 브라우니 아이스크림(비건) 비건 민트 브라우니 아이스크림(비건) 비건 두유 아이스크림(비건) 비건 가지렌틸 마파두부와 현미밥(비건) 컬리플라워 브로콜리 윙스와 매콤한 비건마요(비건) 비건 템페카츠와 마카로니샐러드 현미밥(비건) 타볼레 샐러드(비건) 비건 모짜렐라 가지라자냐(비건) 현미밥(비건) 비건 버팔로윙과 현미밥(비건) 녹차 현미 도넛(비건) 비건 아이스크림(비건)","",""
"11130","","카카오다다","3130000","마포구","101","일반음식점","10117","까페","","14","채식음식점","2020-12-11","Y","Y","","37.5531275","126.9049183","02-3446-7007","대림1차아파트 상가동 102호","","서울 마포구 희우정로10길 15","","","","빈투바 ECUADOR 70%(비건)","",""
"11125","","충칭호모두샤브샤브 (홍대)","3130000","마포구","101","일반음식점","10102","중국식","","14","채식음식점","2020-12-11","Y","Y","","37.556094","126.924093","02-332-6065","2층","","서울 마포구 홍익로6길 46","","","","마라탕(일반식비건가능) 마라샹궈(일반식비건가능) 버섯 꿔바로우(일반식비건가능) 마파두부(일반식비건가능) 건두부무침(일반식비건가능) 어향가지(일반식비건가능)","",""
"11068","","이뮤 베이크샵","3130000","마포구","101","일반음식점","10117","까페","","14","채식음식점","2020-12-11","Y","Y","","37.5492502","126.9177219","0507-1366-7665","2층 202호","","서울 마포구 양화로6길 57-13","","","","소이초코라떼(비건)","",""
"9070","00593","청춘구락부","3130000","마포구","101","일반음식점","10101","한식","손형석","05","건강음식점","2017-06-30","Y","N","","0","0","02-702-1399","308 1 2층 (용강동)","1144031130231105","서울특별시 마포구 토정로","3130000101201100593","2017-06-30 13:47:13.0","2017-06-30 13:47:13.0","차돌박이 숙주볶음","20110070215","N"
"8430","00223","송담추어탕","3130000","마포구","101","일반음식점","10101","한식","금석봉","01","위생등급제","2016-12-09","Y","Y","01","37.5611596536","126.9240322481","","237 (연남동 1층)","1144031120141124","서울특별시 마포구 동교로","3130000101201200223","2017-01-02 21:38:28.0","2017-01-02 21:38:28.0","","20120069515","Y"
"8429","00102","본죽(도화점)","3130000","마포구","101","일반음식점","10105","분식","안순이","01","위생등급제","2016-12-09","Y","Y","02","37.541787737","126.9502535448","02-711-4010","43 2층 202호 (도화동 나눔빌딩)","1144041390651104","서울특별시 마포구 도화길","3130000101200200102","2017-01-02 21:26:43.0","2017-01-02 21:26:43.0","","20020069243","Y"
"8428","00102","라오찌에연남점","3130000","마포구","101","일반음식점","10102","중국식","왕학의","01","위생등급제","2016-12-09","Y","Y","03","37.5633660859","126.9252750462","","265 1층 (연남동)","1144031120141124","서울특별시 마포구 동교로","3130000101201600102","2017-01-02 21:26:05.0","2017-01-02 21:26:05.0","","20160069193","Y"
"8427","00722","대도식당","3130000","마포구","101","일반음식점","10101","한식","박지만","01","위생등급제","2016-12-09","Y","Y","01","37.5390316337","126.9443218669","02-714-9772","19 지1층 14호 (마포동 신화빌딩)","1144021130011107","서울특별시 마포구 마포대로","3130000101201500722","2017-01-02 21:24:20.0","2017-01-02 21:24:20.0","","20150070325","Y"
"8426","00528","굴다리식당","3130000","마포구","101","일반음식점","10101","한식","이강우","01","위생등급제","2016-12-09","Y","Y","03","37.5415392415","126.9506836888","02-703-7267","44-2 (도화동)","1144041390651104","서울특별시 마포구 도화길","3130000101199500528","2017-01-02 21:23:44.0","2017-01-02 21:23:44.0","","19950069320","Y"
"8425","00531","광남수사","3130000","마포구","101","일반음식점","10104","일식","강경미","01","위생등급제","2016-12-09","Y","Y","03","37.5468782954","126.9545049929","02-715-5747","18 (공덕동 지상1층지하1층)","1144041391711102","서울특별시 마포구 마포대로8안길","3130000101200600531","2017-01-02 21:19:31.0","2017-01-02 21:19:31.0","","20060070023","Y"
"8424","00775","덴덴치킨","3130000","마포구","101","일반음식점","10112","호프(소주방)","최인선","01","위생등급제","2016-12-09","Y","Y","03","37.5466221924","126.9539393485","","9 (공덕동)","1144041391701102","서울특별시 마포구 마포대로8길","3130000101201100775","2017-01-02 21:17:48.0","2017-01-02 21:17:48.0","","20110070516","Y"
"8423","00419","셰프의 범선(마포공덕점)","3130000","마포구","101","일반음식점","10104","일식","안은정","01","위생등급제","2016-12-09","Y","Y","02","37.5466221924","126.9539393485","","9 (공덕동 영명빌딩 B1층)","1144041391701102","서울특별시 마포구 마포대로8길","3130000101201400419","2017-01-02 21:17:16.0","2017-01-02 21:17:16.0","","20140069744","Y"
"8422","00690","메이탄","3130000","마포구","101","일반음식점","10102","중국식","SUNG CHEN CHENG(송정정)","01","위생등급제","2016-12-09","Y","Y","03","37.5541524116","126.9578957131","","4 2층 203204호 (아현동 공덕자이아파트)","1144041391541101","서울특별시 마포구 마포대로24길","3130000101201500690","2017-01-02 21:16:17.0","2017-01-02 21:16:17.0","","20150070278","Y"
"8421","07167","미래","3130000","마포구","101","일반음식점","10101","한식","박준열","01","위생등급제","2016-12-09","Y","Y","02","37.5470005411","126.9537580588","02-718-5292","144 (공덕동 태영빌딩 지하1층)","1144021130011102","서울특별시 마포구 마포대로","3130000101199507167","2017-01-02 21:14:35.0","2017-01-02 21:14:35.0","","19950069501","Y"
"8420","00348","국보","3130000","마포구","101","일반음식점","10101","한식","배현자","01","위생등급제","2016-12-09","Y","Y","02","37.5482162193","126.9567447956","02-0711-0088","20 지상1층 (공덕동)","1144041391421102","서울특별시 마포구 마포대로14길","3130000101198200348","2017-01-02 21:13:41.0","2017-01-02 21:13:41.0","","19820069059","Y"
"8419","00166","장원","3130000","마포구","101","일반음식점","10101","한식","최수아","01","위생등급제","2016-12-09","Y","Y","02","37.5506991586","126.9561684766","","186-9 1층 (공덕동)","1144021130011102","서울특별시 마포구 마포대로","3130000101201600166","2017-01-02 21:11:44.0","2017-01-02 21:11:44.0","","20160069311","Y"
"8418","00288","서대문김치찜마포점","3130000","마포구","101","일반음식점","10101","한식","이정혜","01","위생등급제","2016-12-09","Y","Y","03","37.5502379714","126.9565037165","02-706-1308","20 (공덕동 1층)","1144041391411102","서울특별시 마포구 마포대로14가길","3130000101199500288","2017-01-02 21:11:09.0","2017-01-02 21:11:09.0","","19950069336","Y"
